Cliente ID,Edad,Genero,Item Comprado,Categoria,Cantidad de Compra (USD),Ubicacion,Tamaño,Color,Temporada,Calificacion de Reviews,Status de Suscripcion,Tipo de Envio,Descuento Aplicado ,Promocion Usada,Compras Anteriores,Metodo de Pago,Frecuencia de Compras
2017,53,Masculino,Zapatos,Calzado,47,Maine,S,Violeta,Invierno,3.4,No,Standard,No,No,20,Tarjeta de Debito,Quincena
2018,70,Masculino,Calcetines,Vestimenta,32,Massachusetts,S,Verde,Invierno,4.1,No,Envio Dia Siguiente,No,No,42,Transferencia Bancaria ,Cada 3 Meses
2019,60,Masculino,Mochila,Accesorios,97,Arkansas,S,Dorado,Otoño,4.5,No,Recojer en Tienda,No,No,20,Transferencia Bancaria ,Semanalmente
2020,31,Masculino,Camiseta,Vestimenta,68,Idaho,S,Rojo,Invierno,4.7,No,Recojer en Tienda,No,No,23,Efectivo,Quincena
2021,41,Masculino,Sueter,Vestimenta,23,Pennsylvania,M,Beige,Invierno,4.8,No,Envio Dia Siguiente,No,No,26,Efectivo,Trimestral
2022,62,Masculino,Bolsa,Accesorios,33,Maine,M,Verde,Invierno,4.4,No,Standard,No,No,48,Venmo,Trimestral
2023,59,Masculino,Joyeria,Accesorios,38,Alabama,S,Negro,Invierno,4,No,Recojer en Tienda,No,No,16,Efectivo,Cada 2 semanas
2024,46,Masculino,Calcetines,Vestimenta,68,Idaho,S,Teal,Invierno,4.1,No,Recojer en Tienda,No,No,28,Efectivo,Cada 2 semanas
2025,62,Masculino,Calcetines,Vestimenta,23,Arkansas,L,Plateado,Otoño,3.7,No,Express,No,No,39,PayPal,Semanalmente
2026,42,Masculino,Camiseta,Vestimenta,29,Delaware,M,Turquesa,Verano,3,No,Express,No,No,43,Tarjeta de Debito,Quincena
2027,37,Masculino,Bufanda,Accesorios,35,Maine,M,Naranja,Invierno,3.6,No,Express,No,No,45,Transferencia Bancaria ,Cada 3 Meses
2028,50,Masculino,Zapatos,Calzado,73,Nebraska,S,Dorado,Otoño,4.8,No,Standard,No,No,50,Tarjeta de Credito,Cada 3 Meses
2029,29,Masculino,Zapatos,Calzado,84,Ohio,XL,Morado,Otoño,3.7,No,Envio 2-Dias,No,No,10,Venmo,Cada 2 semanas
2030,25,Masculino,Bufanda,Accesorios,23,Montana,M,Rosa,Primavera,4.6,No,Envio Dia Siguiente,No,No,40,PayPal,Trimestral
2031,66,Masculino,Lentes de sol,Accesorios,67,New Mexico,S,Verde,Verano,2.8,No,Standard,No,No,38,Tarjeta de Credito,Mensualmente
2032,21,Masculino,Calcetines,Vestimenta,51,North Carolina,L,Charcoal,Primavera,4,No,Standard,No,No,2,Tarjeta de Credito,Mensualmente
2033,46,Masculino,Blusa,Vestimenta,36,South Carolina,M,Maroon,Invierno,4.2,No,Envio Dia Siguiente,No,No,13,Efectivo,Anualmente
2034,57,Masculino,Jeans,Vestimenta,55,Illinois,L,Olive,Verano,3.6,No,Express,No,No,33,Venmo,Anualmente
2035,61,Masculino,Shorts,Vestimenta,30,Alabama,M,Durazno,Primavera,2.9,No,Recojer en Tienda,No,No,27,PayPal,Mensualmente
2036,53,Masculino,Playera,Vestimenta,70,Oklahoma,S,Amarillo,Verano,4.1,No,Express,No,No,43,Transferencia Bancaria ,Semanalmente
2037,37,Masculino,Blusa,Vestimenta,63,Minnesota,S,Lavender,Invierno,3.1,No,Envio Dia Siguiente,No,No,46,Efectivo,Semanalmente
2038,39,Masculino,Cinto,Accesorios,87,Illinois,S,Verde,Verano,4.3,No,Express,No,No,7,Venmo,Cada 2 semanas
2039,53,Masculino,Blusa,Vestimenta,70,Arkansas,L,Naranja,Primavera,4.4,No,Envio Dia Siguiente,No,No,35,Tarjeta de Credito,Quincena
2040,35,Masculino,Playera,Vestimenta,51,Minnesota,M,Olive,Primavera,3.1,No,Envio Dia Siguiente,No,No,31,Tarjeta de Debito,Cada 2 semanas
2041,69,Masculino,Joyeria,Accesorios,25,South Carolina,XL,Gris,Primavera,2.9,No,Envio Gratis,No,No,42,Venmo,Trimestral
2042,66,Masculino,Chaqueta,Ropa exterior,32,New York,S,Lavender,Invierno,3.2,No,Envio Dia Siguiente,No,No,14,PayPal,Cada 2 semanas
2043,19,Masculino,Zapatos,Calzado,52,Alabama,M,Rojo,Primavera,4,No,Envio 2-Dias,No,No,35,Venmo,Mensualmente
2044,47,Masculino,Guantes,Accesorios,33,New York,M,Charcoal,Verano,2.7,No,Standard,No,No,49,PayPal,Semanalmente
2045,49,Masculino,Jeans,Vestimenta,68,Missouri,L,Naranja,Primavera,3,No,Envio Gratis,No,No,17,PayPal,Quincena
2046,31,Masculino,Joyeria,Accesorios,20,Georgia,M,Rojo,Otoño,4.4,No,Express,No,No,26,PayPal,Trimestral
2047,39,Masculino,Pantalones,Vestimenta,32,Oklahoma,M,Maroon,Invierno,2.8,No,Envio Gratis,No,No,30,Efectivo,Cada 3 Meses
2048,58,Masculino,Joyeria,Accesorios,82,Connecticut,M,Plateado,Verano,3.1,No,Recojer en Tienda,No,No,32,Efectivo,Anualmente
2049,45,Masculino,Tennis,Calzado,64,Michigan,XL,Rosa,Invierno,3.9,No,Express,No,No,35,Transferencia Bancaria ,Trimestral
2050,68,Masculino,Botas,Calzado,24,Rhode Island,L,Azul,Otoño,2.7,No,Standard,No,No,15,Venmo,Anualmente
2051,35,Masculino,Sombrero,Accesorios,96,Mississippi,M,Teal,Verano,3.4,No,Recojer en Tienda,No,No,10,Tarjeta de Debito,Anualmente
2052,65,Masculino,Playera,Vestimenta,94,Massachusetts,L,Negro,Primavera,3.8,No,Envio Gratis,No,No,14,Tarjeta de Credito,Mensualmente
2053,45,Masculino,Mochila,Accesorios,48,New Hampshire,M,Gris,Invierno,3.7,No,Envio 2-Dias,No,No,30,Transferencia Bancaria ,Anualmente
2054,19,Masculino,Lentes de sol,Accesorios,60,Wyoming,S,Morado,Primavera,4.5,No,Envio 2-Dias,No,No,16,Tarjeta de Credito,Quincena
2055,65,Masculino,Sueter,Vestimenta,56,New Jersey,XL,Dorado,Primavera,2.9,No,Express,No,No,14,PayPal,Anualmente
2056,28,Masculino,Bolsa,Accesorios,33,Texas,M,Plateado,Otoño,3.4,No,Envio 2-Dias,No,No,28,Transferencia Bancaria ,Semanalmente
2057,55,Masculino,Mochila,Accesorios,46,Minnesota,L,Azul,Primavera,4.4,No,Envio 2-Dias,No,No,29,PayPal,Mensualmente
2058,66,Masculino,Calcetines,Vestimenta,37,South Dakota,L,Amarillo,Primavera,4.2,No,Standard,No,No,5,PayPal,Cada 3 Meses
2059,29,Masculino,Camiseta,Vestimenta,98,Washington,M,Cafe,Invierno,3.3,No,Recojer en Tienda,No,No,17,Transferencia Bancaria ,Trimestral
2060,56,Masculino,Shorts,Vestimenta,50,California,XL,Beige,Primavera,3.7,No,Express,No,No,50,PayPal,Semanalmente
2061,21,Masculino,Cinto,Accesorios,63,Wisconsin,M,Azul,Otoño,3.2,No,Envio Dia Siguiente,No,No,23,Transferencia Bancaria ,Trimestral
2062,32,Masculino,Sueter,Vestimenta,70,Michigan,S,Magenta,Verano,2.6,No,Recojer en Tienda,No,No,22,Tarjeta de Debito,Anualmente
2063,54,Masculino,Abrigo,Ropa exterior,63,South Carolina,L,Plateado,Otoño,2.8,No,Standard,No,No,15,Efectivo,Trimestral
2064,61,Masculino,Shorts,Vestimenta,86,Indiana,M,Cyan,Otoño,2.9,No,Standard,No,No,32,Efectivo,Mensualmente
2065,31,Masculino,Zapatos,Calzado,99,Arkansas,M,Verde,Verano,4,No,Envio 2-Dias,No,No,5,Transferencia Bancaria ,Mensualmente
2066,27,Masculino,Tennis,Calzado,40,Oregon,M,Azul,Primavera,2.9,No,Envio Gratis,No,No,6,Transferencia Bancaria ,Cada 2 semanas
2067,64,Masculino,Tennis,Calzado,92,Illinois,M,Olive,Otoño,4.7,No,Recojer en Tienda,No,No,44,Tarjeta de Debito,Quincena
2068,60,Masculino,Pantalones,Vestimenta,21,Maryland,XL,Beige,Otoño,3.1,No,Envio 2-Dias,No,No,23,Efectivo,Quincena
2069,70,Masculino,Joyeria,Accesorios,81,Vermont,XL,Negro,Verano,3.9,No,Recojer en Tienda,No,No,44,Venmo,Mensualmente
2070,36,Masculino,Playera,Vestimenta,82,Texas,M,Indigo,Otoño,3.4,No,Envio Gratis,No,No,3,Tarjeta de Debito,Trimestral
2071,56,Masculino,Joyeria,Accesorios,88,Nebraska,XL,Rojo,Primavera,3.1,No,Express,No,No,14,Efectivo,Mensualmente
2072,69,Masculino,Chaqueta,Ropa exterior,100,South Carolina,S,Amarillo,Otoño,4.8,No,Recojer en Tienda,No,No,37,PayPal,Trimestral
2073,39,Masculino,Mochila,Accesorios,66,Massachusetts,M,Beige,Invierno,3.9,No,Envio Dia Siguiente,No,No,22,Transferencia Bancaria ,Semanalmente
2074,38,Masculino,Cinto,Accesorios,25,Texas,S,Verde,Invierno,3.5,No,Envio Dia Siguiente,No,No,2,PayPal,Cada 3 Meses
2075,36,Masculino,Bufanda,Accesorios,53,Florida,M,Blanco,Verano,3.1,No,Envio Gratis,No,No,44,Tarjeta de Debito,Quincena
2076,46,Masculino,Sueter,Vestimenta,28,South Carolina,S,Turquesa,Otoño,4.7,No,Express,No,No,49,Tarjeta de Debito,Mensualmente
2077,59,Masculino,Guantes,Accesorios,23,Florida,S,Indigo,Otoño,4.6,No,Envio Gratis,No,No,22,Tarjeta de Debito,Cada 2 semanas
2078,64,Masculino,Bufanda,Accesorios,34,Nebraska,L,Naranja,Otoño,3.3,No,Envio Gratis,No,No,26,Transferencia Bancaria ,Anualmente
2079,49,Masculino,Vestido,Vestimenta,42,Hawaii,M,Azul,Primavera,3.2,No,Envio Dia Siguiente,No,No,40,Tarjeta de Debito,Semanalmente
2080,32,Masculino,Jeans,Vestimenta,24,Montana,L,Violeta,Verano,3.1,No,Envio Dia Siguiente,No,No,16,PayPal,Trimestral
2081,29,Masculino,Lentes de sol,Accesorios,47,South Dakota,S,Gris,Otoño,3.5,No,Envio Gratis,No,No,17,Tarjeta de Debito,Cada 2 semanas
2082,24,Masculino,Abrigo,Ropa exterior,78,Alabama,S,Cyan,Primavera,4.3,No,Standard,No,No,48,Transferencia Bancaria ,Cada 2 semanas
2083,41,Masculino,Jeans,Vestimenta,89,Arkansas,M,Amarillo,Verano,2.9,No,Envio Gratis,No,No,28,Venmo,Cada 3 Meses
2084,41,Masculino,Bufanda,Accesorios,59,Mississippi,L,Naranja,Otoño,2.7,No,Recojer en Tienda,No,No,26,Tarjeta de Credito,Quincena
2085,32,Masculino,Blusa,Vestimenta,94,Vermont,S,Cafe,Verano,4,No,Standard,No,No,43,Transferencia Bancaria ,Trimestral
2086,69,Masculino,Jeans,Vestimenta,49,New York,M,Teal,Otoño,4.6,No,Envio Gratis,No,No,38,Tarjeta de Debito,Semanalmente
2087,65,Masculino,Vestido,Vestimenta,89,North Dakota,L,Beige,Verano,4.7,No,Envio 2-Dias,No,No,36,Efectivo,Cada 3 Meses
2088,54,Masculino,Sombrero,Accesorios,91,Wisconsin,M,Azul,Verano,4.7,No,Standard,No,No,1,Tarjeta de Credito,Semanalmente
2089,39,Masculino,Sandalias,Calzado,89,California,L,Naranja,Primavera,4,No,Standard,No,No,49,Tarjeta de Debito,Anualmente
2090,37,Masculino,Chaqueta,Ropa exterior,57,Maryland,L,Dorado,Primavera,3.6,No,Envio Gratis,No,No,41,Tarjeta de Credito,Cada 3 Meses
2091,51,Masculino,Calcetines,Vestimenta,71,Massachusetts,S,Teal,Invierno,3.4,No,Envio Gratis,No,No,21,Tarjeta de Debito,Mensualmente
2092,26,Masculino,Jeans,Vestimenta,97,Washington,XL,Beige,Otoño,3,No,Envio Dia Siguiente,No,No,24,Transferencia Bancaria ,Trimestral
2093,42,Masculino,Sandalias,Calzado,45,Minnesota,M,Plateado,Otoño,2.6,No,Envio Dia Siguiente,No,No,27,Transferencia Bancaria ,Semanalmente
2094,21,Masculino,Vestido,Vestimenta,91,Washington,M,Maroon,Primavera,4.2,No,Recojer en Tienda,No,No,4,Tarjeta de Debito,Anualmente
2095,53,Masculino,Calcetines,Vestimenta,25,South Carolina,M,Indigo,Primavera,3.4,No,Standard,No,No,19,Venmo,Anualmente
2096,36,Masculino,Hoodie,Vestimenta,63,New Mexico,M,Gris,Otoño,4,No,Recojer en Tienda,No,No,1,Transferencia Bancaria ,Quincena
2097,21,Masculino,Vestido,Vestimenta,52,North Carolina,L,Azul,Verano,4.7,No,Envio Gratis,No,No,27,Tarjeta de Debito,Anualmente
2098,33,Masculino,Tennis,Calzado,43,Iowa,S,Cyan,Invierno,3.9,No,Envio Dia Siguiente,No,No,5,Tarjeta de Credito,Semanalmente
2099,49,Masculino,Playera,Vestimenta,28,Louisiana,M,Blanco,Verano,3.3,No,Envio 2-Dias,No,No,20,Venmo,Trimestral
2100,31,Masculino,Playera,Vestimenta,78,Oklahoma,L,Verde,Verano,2.9,No,Express,No,No,50,PayPal,Anualmente
2101,68,Masculino,Sueter,Vestimenta,31,Michigan,M,Plateado,Primavera,4.4,No,Envio Gratis,No,No,36,Efectivo,Quincena
2102,49,Masculino,Camiseta,Vestimenta,23,Oregon,M,Azul,Invierno,3.6,No,Envio Dia Siguiente,No,No,12,Transferencia Bancaria ,Cada 2 semanas
2103,23,Masculino,Sombrero,Accesorios,25,Idaho,M,Cafe,Primavera,4.5,No,Recojer en Tienda,No,No,23,Efectivo,Mensualmente
2104,30,Masculino,Pantalones,Vestimenta,86,Indiana,S,Rojo,Verano,3.7,No,Recojer en Tienda,No,No,21,Venmo,Semanalmente
2105,53,Masculino,Zapatos,Calzado,88,New Mexico,M,Dorado,Primavera,2.8,No,Envio Gratis,No,No,47,Venmo,Semanalmente
2106,65,Masculino,Guantes,Accesorios,35,South Carolina,M,Plateado,Primavera,4.5,No,Envio Gratis,No,No,38,Venmo,Cada 2 semanas
2107,60,Masculino,Joyeria,Accesorios,34,Vermont,M,Gris,Otoño,4.4,No,Standard,No,No,40,Tarjeta de Credito,Cada 3 Meses
2108,46,Masculino,Pantalones,Vestimenta,75,Delaware,M,Negro,Invierno,3.3,No,Standard,No,No,35,PayPal,Trimestral
2109,54,Masculino,Hoodie,Vestimenta,46,North Dakota,XL,Beige,Invierno,4.2,No,Express,No,No,4,Tarjeta de Credito,Trimestral
2110,59,Masculino,Joyeria,Accesorios,31,California,L,Durazno,Otoño,2.7,No,Envio Gratis,No,No,28,Venmo,Cada 3 Meses
2111,52,Masculino,Calcetines,Vestimenta,93,Montana,L,Cyan,Primavera,3.9,No,Recojer en Tienda,No,No,36,Tarjeta de Debito,Cada 3 Meses
2112,41,Masculino,Lentes de sol,Accesorios,85,Missouri,XL,Rosa,Primavera,2.6,No,Envio Gratis,No,No,15,Transferencia Bancaria ,Anualmente
2113,43,Masculino,Cinto,Accesorios,68,Tennessee,M,Lavender,Otoño,4.5,No,Envio 2-Dias,No,No,7,Efectivo,Quincena
2114,63,Masculino,Vestido,Vestimenta,40,Virginia,M,Cafe,Primavera,2.7,No,Recojer en Tienda,No,No,29,PayPal,Cada 3 Meses
2115,37,Masculino,Camiseta,Vestimenta,51,Vermont,M,Magenta,Invierno,2.9,No,Standard,No,No,12,Tarjeta de Debito,Anualmente
2116,44,Masculino,Bufanda,Accesorios,85,Rhode Island,M,Violeta,Invierno,3.4,No,Recojer en Tienda,No,No,16,Transferencia Bancaria ,Cada 2 semanas
2117,67,Masculino,Chaqueta,Ropa exterior,23,Kansas,M,Teal,Verano,2.9,No,Express,No,No,50,Tarjeta de Debito,Cada 2 semanas
2118,27,Masculino,Vestido,Vestimenta,28,Colorado,L,Cafe,Verano,3.8,No,Envio Gratis,No,No,11,Tarjeta de Debito,Anualmente
2119,60,Masculino,Calcetines,Vestimenta,44,Georgia,M,Olive,Otoño,4.2,No,Envio 2-Dias,No,No,28,Tarjeta de Debito,Trimestral
2120,58,Masculino,Joyeria,Accesorios,57,Nebraska,M,Indigo,Primavera,3.5,No,Recojer en Tienda,No,No,36,Venmo,Cada 2 semanas
2121,53,Masculino,Bufanda,Accesorios,98,Missouri,S,Rojo,Otoño,3.1,No,Envio Dia Siguiente,No,No,38,PayPal,Trimestral
2122,43,Masculino,Mochila,Accesorios,68,Alaska,M,Olive,Invierno,3.5,No,Envio 2-Dias,No,No,32,Transferencia Bancaria ,Mensualmente
2123,32,Masculino,Chaqueta,Ropa exterior,36,Virginia,L,Teal,Otoño,4,No,Express,No,No,42,Tarjeta de Debito,Semanalmente
2124,54,Masculino,Abrigo,Ropa exterior,71,Nebraska,L,Cyan,Primavera,3.7,No,Express,No,No,22,Tarjeta de Debito,Cada 2 semanas
2125,47,Masculino,Falda,Vestimenta,60,Rhode Island,M,Teal,Otoño,4.2,No,Envio Dia Siguiente,No,No,22,Venmo,Trimestral
2126,57,Masculino,Abrigo,Ropa exterior,87,New Hampshire,M,Beige,Otoño,4.8,No,Recojer en Tienda,No,No,31,PayPal,Trimestral
2127,63,Masculino,Zapatos,Calzado,38,Alabama,XL,Magenta,Invierno,4.1,No,Express,No,No,28,Tarjeta de Credito,Mensualmente
2128,70,Masculino,Botas,Calzado,45,North Carolina,M,Indigo,Primavera,4.5,No,Envio 2-Dias,No,No,40,Tarjeta de Debito,Semanalmente
2129,62,Masculino,Abrigo,Ropa exterior,47,New Mexico,L,Cyan,Otoño,2.7,No,Envio 2-Dias,No,No,21,PayPal,Semanalmente
2130,40,Masculino,Falda,Vestimenta,57,Minnesota,L,Naranja,Otoño,2.8,No,Recojer en Tienda,No,No,12,PayPal,Cada 3 Meses
2131,25,Masculino,Mochila,Accesorios,68,Arizona,L,Violeta,Verano,3.7,No,Envio Gratis,No,No,33,Tarjeta de Credito,Anualmente
2132,19,Masculino,Shorts,Vestimenta,52,Montana,M,Rojo,Otoño,3.6,No,Express,No,No,9,Transferencia Bancaria ,Quincena
2133,25,Masculino,Falda,Vestimenta,87,Vermont,M,Magenta,Otoño,4.7,No,Envio 2-Dias,No,No,15,Tarjeta de Debito,Semanalmente
2134,21,Masculino,Sombrero,Accesorios,34,Maine,M,Olive,Verano,3.8,No,Standard,No,No,13,Transferencia Bancaria ,Anualmente
2135,55,Masculino,Sandalias,Calzado,41,Virginia,XL,Maroon,Invierno,2.9,No,Standard,No,No,35,Tarjeta de Credito,Quincena
2136,34,Masculino,Lentes de sol,Accesorios,94,California,S,Amarillo,Invierno,4.6,No,Envio Dia Siguiente,No,No,1,Tarjeta de Debito,Cada 3 Meses
2137,47,Masculino,Lentes de sol,Accesorios,93,New York,M,Rojo,Verano,2.8,No,Standard,No,No,25,Transferencia Bancaria ,Quincena
2138,27,Masculino,Calcetines,Vestimenta,51,Indiana,XL,Morado,Invierno,4.6,No,Envio 2-Dias,No,No,20,Tarjeta de Credito,Cada 3 Meses
2139,67,Masculino,Sueter,Vestimenta,42,Mississippi,M,Teal,Otoño,2.8,No,Envio Dia Siguiente,No,No,36,Venmo,Trimestral
2140,40,Masculino,Botas,Calzado,95,New York,M,Rojo,Invierno,3,No,Envio Gratis,No,No,33,Efectivo,Semanalmente
2141,53,Masculino,Bolsa,Accesorios,90,New Mexico,M,Cafe,Otoño,3.7,No,Standard,No,No,36,Efectivo,Quincena
2142,24,Masculino,Vestido,Vestimenta,98,Kentucky,M,Durazno,Invierno,4.1,No,Envio 2-Dias,No,No,32,PayPal,Anualmente
2143,47,Masculino,Sombrero,Accesorios,39,North Dakota,M,Maroon,Invierno,4.3,No,Envio Dia Siguiente,No,No,21,Venmo,Trimestral
2144,53,Masculino,Sandalias,Calzado,66,Arkansas,L,Rojo,Otoño,3.8,No,Envio Dia Siguiente,No,No,48,Venmo,Cada 2 semanas
2145,47,Masculino,Zapatos,Calzado,23,Maryland,L,Naranja,Invierno,3.7,No,Envio Gratis,No,No,25,PayPal,Trimestral
2146,38,Masculino,Falda,Vestimenta,73,Connecticut,S,Blanco,Invierno,4.8,No,Standard,No,No,32,PayPal,Anualmente
2147,48,Masculino,Lentes de sol,Accesorios,23,Utah,XL,Blanco,Verano,4.6,No,Standard,No,No,45,PayPal,Cada 3 Meses
2148,47,Masculino,Falda,Vestimenta,43,Missouri,S,Charcoal,Otoño,4.8,No,Standard,No,No,4,Efectivo,Quincena
2149,19,Masculino,Playera,Vestimenta,45,Nebraska,XL,Turquesa,Invierno,4.6,No,Envio 2-Dias,No,No,19,PayPal,Cada 2 semanas
2150,38,Masculino,Sandalias,Calzado,21,Hawaii,L,Naranja,Invierno,4,No,Standard,No,No,1,Transferencia Bancaria ,Semanalmente
2151,57,Masculino,Camiseta,Vestimenta,40,Illinois,M,Naranja,Primavera,2.6,No,Envio 2-Dias,No,No,12,Efectivo,Semanalmente
2152,70,Masculino,Jeans,Vestimenta,58,Vermont,L,Cafe,Otoño,2.6,No,Envio 2-Dias,No,No,18,Venmo,Mensualmente
2153,38,Masculino,Shorts,Vestimenta,48,New Jersey,L,Magenta,Verano,4.5,No,Envio Dia Siguiente,No,No,43,Transferencia Bancaria ,Cada 2 semanas
2154,35,Masculino,Camiseta,Vestimenta,94,Kentucky,M,Violeta,Otoño,4.2,No,Envio Gratis,No,No,31,PayPal,Anualmente
2155,46,Masculino,Bufanda,Accesorios,74,Wyoming,M,Violeta,Primavera,3.4,No,Recojer en Tienda,No,No,33,Efectivo,Cada 3 Meses
2156,32,Masculino,Bolsa,Accesorios,51,Hawaii,L,Amarillo,Otoño,3.7,No,Recojer en Tienda,No,No,46,PayPal,Mensualmente
2157,38,Masculino,Falda,Vestimenta,83,Missouri,M,Maroon,Invierno,3.6,No,Envio Dia Siguiente,No,No,41,Tarjeta de Debito,Cada 2 semanas
2158,41,Masculino,Bolsa,Accesorios,68,Mississippi,L,Turquesa,Invierno,4,No,Envio Dia Siguiente,No,No,41,Venmo,Quincena
2159,19,Masculino,Guantes,Accesorios,84,Massachusetts,XL,Olive,Primavera,4.6,No,Standard,No,No,9,Transferencia Bancaria ,Quincena
2160,18,Masculino,Camiseta,Vestimenta,58,Louisiana,M,Durazno,Otoño,3,No,Envio Gratis,No,No,34,Efectivo,Anualmente
2161,45,Masculino,Blusa,Vestimenta,92,West Virginia,L,Charcoal,Invierno,3.3,No,Express,No,No,21,PayPal,Anualmente
2162,23,Masculino,Vestido,Vestimenta,69,Washington,S,Durazno,Verano,3.8,No,Express,No,No,5,Tarjeta de Debito,Quincena
2163,60,Masculino,Shorts,Vestimenta,48,Oregon,S,Negro,Verano,2.7,No,Envio Gratis,No,No,32,PayPal,Semanalmente
2164,52,Masculino,Zapatos,Calzado,60,New York,L,Gris,Primavera,4.5,No,Express,No,No,44,Transferencia Bancaria ,Mensualmente
2165,42,Masculino,Sandalias,Calzado,20,Iowa,S,Olive,Invierno,4.8,No,Envio Dia Siguiente,No,No,46,PayPal,Cada 2 semanas
2166,29,Masculino,Pantalones,Vestimenta,55,Idaho,M,Turquesa,Verano,4.2,No,Express,No,No,42,Tarjeta de Credito,Cada 3 Meses
2167,31,Masculino,Chaqueta,Ropa exterior,88,New Jersey,S,Morado,Primavera,3.5,No,Express,No,No,50,Tarjeta de Credito,Cada 2 semanas
2168,30,Masculino,Falda,Vestimenta,48,Ohio,L,Verde,Invierno,4.9,No,Standard,No,No,33,Venmo,Quincena
2169,23,Masculino,Bolsa,Accesorios,74,Connecticut,M,Beige,Primavera,4.1,No,Envio Dia Siguiente,No,No,32,Efectivo,Trimestral
2170,31,Masculino,Abrigo,Ropa exterior,42,Florida,M,Cafe,Otoño,2.9,No,Envio Dia Siguiente,No,No,32,Transferencia Bancaria ,Cada 2 semanas
2171,40,Masculino,Sueter,Vestimenta,32,South Carolina,M,Turquesa,Otoño,4,No,Envio Dia Siguiente,No,No,37,Venmo,Cada 3 Meses
2172,39,Masculino,Shorts,Vestimenta,98,Missouri,M,Amarillo,Verano,4.6,No,Recojer en Tienda,No,No,9,Efectivo,Quincena
2173,28,Masculino,Falda,Vestimenta,89,Rhode Island,S,Lavender,Otoño,2.8,No,Recojer en Tienda,No,No,6,PayPal,Quincena
2174,23,Masculino,Guantes,Accesorios,97,Delaware,S,Cyan,Verano,5,No,Envio 2-Dias,No,No,36,Venmo,Trimestral
2175,42,Masculino,Mochila,Accesorios,49,Colorado,S,Olive,Primavera,2.9,No,Recojer en Tienda,No,No,1,Efectivo,Anualmente
2176,68,Masculino,Vestido,Vestimenta,50,Nebraska,M,Plateado,Primavera,3.3,No,Envio Gratis,No,No,48,Tarjeta de Credito,Quincena
2177,24,Masculino,Cinto,Accesorios,91,Vermont,S,Rojo,Invierno,3.4,No,Envio 2-Dias,No,No,44,Tarjeta de Debito,Trimestral
2178,24,Masculino,Guantes,Accesorios,93,Montana,XL,Verde,Invierno,3,No,Express,No,No,9,PayPal,Cada 2 semanas
2179,21,Masculino,Joyeria,Accesorios,98,Florida,M,Dorado,Verano,4.7,No,Standard,No,No,32,Venmo,Anualmente
2180,49,Masculino,Calcetines,Vestimenta,82,Delaware,L,Lavender,Otoño,2.9,No,Envio Dia Siguiente,No,No,14,PayPal,Mensualmente
2181,41,Masculino,Abrigo,Ropa exterior,37,Connecticut,M,Amarillo,Verano,4.1,No,Recojer en Tienda,No,No,43,Efectivo,Trimestral
2182,22,Masculino,Bolsa,Accesorios,63,Hawaii,M,Negro,Otoño,3.2,No,Envio Gratis,No,No,32,Transferencia Bancaria ,Cada 2 semanas
2183,42,Masculino,Blusa,Vestimenta,99,New Mexico,M,Maroon,Invierno,2.7,No,Recojer en Tienda,No,No,26,Venmo,Cada 2 semanas
2184,30,Masculino,Shorts,Vestimenta,37,Kansas,M,Maroon,Primavera,4.7,No,Recojer en Tienda,No,No,2,Efectivo,Mensualmente
2185,38,Masculino,Zapatos,Calzado,34,Nevada,S,Dorado,Primavera,3.2,No,Envio Gratis,No,No,16,PayPal,Cada 3 Meses
2186,40,Masculino,Shorts,Vestimenta,32,North Carolina,M,Violeta,Invierno,2.5,No,Express,No,No,50,Tarjeta de Debito,Cada 3 Meses
2187,55,Masculino,Sandalias,Calzado,23,New Mexico,XL,Teal,Invierno,4.3,No,Envio Dia Siguiente,No,No,6,PayPal,Cada 3 Meses
2188,37,Masculino,Blusa,Vestimenta,78,Idaho,M,Violeta,Primavera,4.4,No,Envio Gratis,No,No,20,PayPal,Anualmente
2189,41,Masculino,Abrigo,Ropa exterior,54,California,M,Cafe,Invierno,4.7,No,Envio Dia Siguiente,No,No,9,Tarjeta de Credito,Semanalmente
2190,38,Masculino,Blusa,Vestimenta,94,Wisconsin,XL,Cafe,Otoño,4,No,Express,No,No,47,Tarjeta de Credito,Cada 2 semanas
2191,42,Masculino,Cinto,Accesorios,75,Alaska,S,Maroon,Primavera,4.6,No,Express,No,No,33,Tarjeta de Credito,Anualmente
2192,26,Masculino,Blusa,Vestimenta,69,Pennsylvania,S,Maroon,Verano,3.8,No,Envio Dia Siguiente,No,No,46,Efectivo,Cada 2 semanas
2193,41,Masculino,Bufanda,Accesorios,35,Virginia,L,Amarillo,Invierno,3.2,No,Envio Dia Siguiente,No,No,9,Tarjeta de Credito,Mensualmente
2194,27,Masculino,Camiseta,Vestimenta,78,California,L,Turquesa,Primavera,5,No,Express,No,No,8,PayPal,Mensualmente
2195,61,Masculino,Calcetines,Vestimenta,29,Kentucky,M,Plateado,Verano,3.5,No,Standard,No,No,48,Transferencia Bancaria ,Trimestral
2196,58,Masculino,Jeans,Vestimenta,62,New York,M,Cafe,Otoño,3.7,No,Envio Dia Siguiente,No,No,2,Efectivo,Mensualmente
2197,25,Masculino,Vestido,Vestimenta,58,Vermont,M,Gris,Primavera,4.8,No,Envio Dia Siguiente,No,No,31,PayPal,Semanalmente
